Month	Month2	station	Depth	spread	Silicate	NOx	Phosphate	Nitrite	NO3	NH4	Chl	Phaeo	POC	POC	PN	PN	C:N_ratio_	d13C	d15N	bacteria
March	7	st1	30	max	NA	7.298	0.4875	0.042	7.256	0.46	0.137127472	0.826792129	0.141664953	1.17956E-05	0.001233809	8.80663E-08	133.9398075	-25.906	4.562	NA
March	7	st1	45	median	NA	4.934	0.391346154	0.002	4.934	0.102	0.10761301	0.915719108	0.189042148	1.57404E-05	0.01330899	9.49964E-07	16.5694718	-26.204	6.357	NA
March	7	st1	45	min	NA	3.581	0.179807692	0	3.52	0	0.10761301	0.878046297	0.167338806	1.39333E-05	0.010503996	7.4975E-07	18.58391688	-26.629	6.286	NA
March	7	st1	45	max	NA	5.363	0.449038462	0.061	5.361	0.124	0.161487216	0.924160846	0.289267899	2.40856E-05	0.01907065	1.36122E-06	17.69415695	-27.879	6.447	NA
March	7	st2	5	median	NA	4.511	0.439423077	0	4.458	0.401	0.885089061	NA	0.153566117	1.27865E-05	0.006677508	4.76624E-07	26.82724645	-26.67	6.280	NA
March	7	st2	5	min	NA	2.798	0.256730769	0	2.798	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st2	5	max	NA	5.787	0.449038462	0.053	5.787	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st2	30	median	NA	4.556	0.439423077	0.002	4.556	0.262	0.220640521	1.024180918	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st2	30	min	NA	2.92	0.266346154	0	2.915	0.232	0.184412644	0.879533466	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st2	30	max	NA	4.913	0.458653846	0.005	4.911	1.351	0.220640521	1.024180918	NA	NA	NA	NA	NA	NA	NA	1.50E+05
March	7	st2	75	median	NA	5.049	0.381730769	0.005	5.044	0.127	0.2299864	1.101187459	0.174912392	1.45639E-05	0.007028361	5.01667E-07	29.03097683	-27.568	5.243	NA
March	7	st2	75	min	NA	4.13	0.3625	0.003	4.127	0	0.211986609	0.946485767	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st2	75	max	NA	6.866	0.497115385	0.058	6.808	0.455	0.2299864	1.101187459	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	5	median	NA	5.202	0.429807692	0.006	5.129	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	5	min	NA	4.484	0.285576923	0.005	4.478	0	0.762170127	NA	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	5	max	NA	6.977	0.439423077	0.073	6.972	0.259	0.779878647	NA	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	30	median	NA	5.324	0.439423077	0.068	5.231	0.012	0.639749504	1.194813502	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	30	min	NA	3.588	0.439423077	0.062	3.526	NA	0.639749504	1.194813502	0.163048814	1.35761E-05	0.014434643	1.03031E-06	13.17670221	-26.321	4.585	NA
March	7	st3	30	max	NA	5.79	0.506730769	0.093	5.722	0.305	0.666300082	1.267654185	0.178353458	1.48504E-05	0.010096495	7.20663E-07	20.60658517	-26.299	5.066	NA
March	7	st3	100	median	NA	4.592	0.391346154	0.047	4.545	0.378	0.297184309	0.910629433	0.101606017	8.46012E-06	0.00584606	4.17278E-07	20.2745518	-25.628	5.467	NA
March	7	st3	100	min	NA	3.372	0.314423077	0.002	3.37	0.082	0.1711346	0.791993649	NA	NA	NA	NA	NA	NA	NA	NA
March	7	st3	100	max	NA	4.698	0.497115385	0.076	4.622	1.131	0.297184309	0.910629433	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	5	median	1.654	2.864	0.236	NA	2.884	NA	6.9	1.4	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	5	min	1.645	2.859	0.235	NA	2.881	NA	6.8	1.6	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	5	max	1.742	2.866	0.237	NA	2.887	NA	7.6	2.6	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	30	median	3.179	7.492	0.579	NA	7.528	NA	0.2	0.4	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	30	min	3.122	7.478	0.578	NA	7.513	NA	0.1	0.2	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	30	max	3.328	7.52	0.58	NA	7.557	NA	0.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	45	median	4.009	8.342	0.504	0.164	8.185	NA	0.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	45	min	3.957	8.331	0.487	0.163	8.173	NA	0.2	0.4	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st1	45	max	4.114	8.385	0.519	0.164	8.229	NA	0.2	0.4	NA	NA	NA	NA	NA	NA	NA	1.73E+05
April	8	st2	5	median	1.119	1.579	0.085	0.066	1.513	NA	12.6	0.9	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st2	5	min	1.118	1.578	0.08	0.062	1.512	NA	10.8	1.5	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st2	5	max	1.126	1.595	0.098	0.067	1.534	NA	12.6	1.8	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	5	median	0.803	1.441	0.113	0.067	1.372	NA	10.2	2.6	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	5	min	0.79	1.439	0.087	0.063	1.371	NA	9.7	2.2	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	5	max	0.806	1.444	0.316	0.07	1.382	NA	10.5	2.3	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	30	median	2.675	5.609	0.223	0.139	5.471	NA	3.1	1.6	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	30	min	2.578	5.576	0.223	0.137	5.443	NA	3.1	1.5	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	30	max	2.742	5.611	0.223	0.142	5.476	NA	3.2	1.4	NA	NA	NA	NA	NA	NA	NA	6.12E+05
April	8	st3	115	median	2.135	3.305	0.225	0.073	3.235	NA	0.5	0.7	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	115	min	2.128	3.296	0.221	0.069	3.222	NA	0.4	0.6	NA	NA	NA	NA	NA	NA	NA	NA
April	8	st3	115	max	2.149	3.308	0.235	0.077	3.242	NA	0.5	0.6	NA	NA	NA	NA	NA	NA	NA	NA
